ImageNumber,ObjectNumber,Metadata_ChannelNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_X,Metadata_X,Metadata_Y,Metadata_Y,Metadata_image,Metadata_image,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Children_Cells_Count,Intensity_IntegratedIntensityEdge_B220,Intensity_IntegratedIntensityEdge_CD3,Intensity_IntegratedIntensityEdge_DAPI,Intensity_IntegratedIntensityEdge_PulpMask,Intensity_IntegratedIntensityEdge_TZoneMask,Intensity_IntegratedIntensity_B220,Intensity_IntegratedIntensity_CD3,Intensity_IntegratedIntensity_DAPI,Intensity_IntegratedIntensity_PulpMask,Intensity_IntegratedIntensity_TZoneMask,Intensity_LowerQuartileIntensity_B220,Intensity_LowerQuartileIntensity_CD3,Intensity_LowerQuartileIntensity_DAPI,Intensity_LowerQuartileIntensity_PulpMask,Intensity_LowerQuartileIntensity_TZoneMask,Intensity_MADIntensity_B220,Intensity_MADIntensity_CD3,Intensity_MADIntensity_DAPI,Intensity_MADIntensity_PulpMask,Intensity_MADIntensity_TZoneMask,Intensity_MassDisplacement_B220,Intensity_MassDisplacement_CD3,Intensity_MassDisplacement_DAPI,Intensity_MassDisplacement_PulpMask,Intensity_MassDisplacement_TZoneMask,Intensity_MaxIntensityEdge_B220,Intensity_MaxIntensityEdge_CD3,Intensity_MaxIntensityEdge_DAPI,Intensity_MaxIntensityEdge_PulpMask,Intensity_MaxIntensityEdge_TZoneMask,Intensity_MaxIntensity_B220,Intensity_MaxIntensity_CD3,Intensity_MaxIntensity_DAPI,Intensity_MaxIntensity_PulpMask,Intensity_MaxIntensity_TZoneMask,Intensity_MeanIntensityEdge_B220,Intensity_MeanIntensityEdge_CD3,Intensity_MeanIntensityEdge_DAPI,Intensity_MeanIntensityEdge_PulpMask,Intensity_MeanIntensityEdge_TZoneMask,Intensity_MeanIntensity_B220,Intensity_MeanIntensity_CD3,Intensity_MeanIntensity_DAPI,Intensity_MeanIntensity_PulpMask,Intensity_MeanIntensity_TZoneMask,Intensity_MedianIntensity_B220,Intensity_MedianIntensity_CD3,Intensity_MedianIntensity_DAPI,Intensity_MedianIntensity_PulpMask,Intensity_MedianIntensity_TZoneMask,Intensity_MinIntensityEdge_B220,Intensity_MinIntensityEdge_CD3,Intensity_MinIntensityEdge_DAPI,Intensity_MinIntensityEdge_PulpMask,Intensity_MinIntensityEdge_TZoneMask,Intensity_MinIntensity_B220,Intensity_MinIntensity_CD3,Intensity_MinIntensity_DAPI,Intensity_MinIntensity_PulpMask,Intensity_MinIntensity_TZoneMask,Intensity_StdIntensityEdge_B220,Intensity_StdIntensityEdge_CD3,Intensity_StdIntensityEdge_DAPI,Intensity_StdIntensityEdge_PulpMask,Intensity_StdIntensityEdge_TZoneMask,Intensity_StdIntensity_B220,Intensity_StdIntensity_CD3,Intensity_StdIntensity_DAPI,Intensity_StdIntensity_PulpMask,Intensity_StdIntensity_TZoneMask,Intensity_UpperQuartileIntensity_B220,Intensity_UpperQuartileIntensity_CD3,Intensity_UpperQuartileIntensity_DAPI,Intensity_UpperQuartileIntensity_PulpMask,Intensity_UpperQuartileIntensity_TZoneMask,Location_CenterMassIntensity_X_B220,Location_CenterMassIntensity_X_CD3,Location_CenterMassIntensity_X_DAPI,Location_CenterMassIntensity_X_PulpMask,Location_CenterMassIntensity_X_TZoneMask,Location_CenterMassIntensity_Y_B220,Location_CenterMassIntensity_Y_CD3,Location_CenterMassIntensity_Y_DAPI,Location_CenterMassIntensity_Y_PulpMask,Location_CenterMassIntensity_Y_TZoneMask,Location_CenterMassIntensity_Z_B220,Location_CenterMassIntensity_Z_CD3,Location_CenterMassIntensity_Z_DAPI,Location_CenterMassIntensity_Z_PulpMask,Location_CenterMassIntensity_Z_TZoneMask,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_B220,Location_MaxIntensity_X_CD3,Location_MaxIntensity_X_DAPI,Location_MaxIntensity_X_PulpMask,Location_MaxIntensity_X_TZoneMask,Location_MaxIntensity_Y_B220,Location_MaxIntensity_Y_CD3,Location_MaxIntensity_Y_DAPI,Location_MaxIntensity_Y_PulpMask,Location_MaxIntensity_Y_TZoneMask,Location_MaxIntensity_Z_B220,Location_MaxIntensity_Z_CD3,Location_MaxIntensity_Z_DAPI,Location_MaxIntensity_Z_PulpMask,Location_MaxIntensity_Z_TZoneMask,Number_Object_Number,Parent_Bzone,Parent_TZone,Parent_WhitePulp
17,1,,,0,0,X3,X3,Y1,Y1,WT1D,WT1D,45,56,9,7,1,0,4.133333333333334,3.2,0.941267391471158,0.603211647486527,7.569397566060481,1,0.8035714285714286,1.0623973687615436,8.550117172673248,8.06225774829855,3.1622776601683795,1.6132978589783467,1.4142135623730951,6.0,6.819412381022788,-1.390472319420694,23.071067811865476,0.9375,1,4.092454428784549,0.04129091463983059,13.016296669840813,0.0,0.0,7.117006219923496,0.3661249678116292,29.835599407553673,0.0,0.0,0.0355344470590353,0.0,0.46845197677612305,0.0,0.0,0.06530098617076874,0.0,0.213893324136734,0.0,0.0,1.4538972172827127,0.9746018562614482,0.5014507913120123,nan,nan,0.6380864977836609,0.015350576490163803,1.0,0.0,0.0,0.6380864977836609,0.11937132477760315,1.0,0.0,0.0,0.19487878232307376,0.001966234030468123,0.6198236509448006,0.0,0.0,0.1581556937760777,0.008136110395813983,0.6630133201678594,0.0,0.0,0.09240863844752312,0.0,0.678431361913681,0.0,0.0,0.012848096899688244,0.0,0.23570610582828522,0.0,0.0,0.0,0.0,0.23570610582828522,0.0,0.0,0.1883112011880834,0.004843157178258651,0.25559616480150293,0.0,0.0,0.17753672915201868,0.022859054340415928,0.24492893689683018,0.0,0.0,0.2211032286286354,0.0,0.8972686231136322,0.0,0.0,5.586454482710866,3.5826456491671,3.6422090713097526,nan,nan,3.1525021721113915,2.395890646282553,3.0987584306757543,nan,nan,0.0,0.0,0.0,nan,nan,4.133333333333334,3.2,0,8.0,3.0,3.0,1.0,8.0,4.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
17,2,,,0,0,X3,X3,Y1,Y1,WT1D,WT1D,97,121,20,11,9,0,14.24742268041237,4.268041237113402,0.9894093223552467,0.42389118210186627,11.11324596323283,1,0.8016528925619835,1.0107040406891887,11.74799842147064,11.661903789690601,5.0,2.1999232938484803,2.0,10.0,10.640316368895231,1.2108007719761202,34.72792206135785,0.9509803921568627,1,5.737163374898955,0.03727779071778059,10.43076216429472,0.0,0.0,10.02493326831609,0.47539483197033405,68.39613952487707,0.0,0.0,0.0,0.0,0.5273708552122116,0.0,0.0,0.004379339283332229,0.0,0.21220722794532776,0.0,0.0,4.163908534129476,0.6234162759713973,0.44222602859686283,nan,nan,1.0,0.02394140511751175,0.8544136881828308,0.0,0.0,1.0,0.051544975489377975,1.0,0.0,0.0,0.2294865349959582,0.0014911116287112235,0.4172304865717888,0.0,0.0,0.1033498275084133,0.004900977649178701,0.7051148404626503,0.0,0.0,0.004379339283332229,0.0,0.7450293600559235,0.0,0.0,0.0,0.0,0.12056153267621994,0.0,0.0,0.0,0.0,0.12056153267621994,0.0,0.0,0.36755993142763793,0.005274332991565587,0.1707745290209419,0.0,0.0,0.23202613499841687,0.01130273360746697,0.24179544883866774,0.0,0.0,0.0673991022631526,0.0,0.9544937908649445,0.0,0.0,10.281588292249465,14.269972695182444,14.340613750037113,nan,nan,2.999068468981307,3.645032930603838,3.8357458694413094,nan,nan,0.0,0.0,0.0,nan,nan,14.24742268041237,4.268041237113402,0,9.0,16.0,15.0,12.0,17.0,1.0,1.0,3.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0
17,3,,,0,0,X3,X3,Y1,Y1,WT1D,WT1D,129,156,33,12,20,0,25.88372093023256,4.875968992248062,0.9940343071663723,0.4544550851951242,12.815923738491737,1,0.8269230769230769,1.0060014959147976,13.678025915921152,13.416407864998739,6.0,2.457274598256861,2.0,11.0,12.183970405257487,1.4701611584379353,40.142135623730944,0.9699248120300752,1,0.16316471807658672,0.1003280698787421,13.202441453933716,0.0,0.0,0.616113523952663,0.6160677529405802,92.97602823376656,0.0,0.0,0.0,0.0,0.511203944683075,0.0,0.0,0.0,0.0,0.22778668999671936,0.0,0.0,0.909399886010011,1.6854067536989243,0.6767721209489789,nan,nan,0.05595483258366585,0.032715342938899994,1.0,0.0,0.0,0.15545891225337982,0.04643320292234421,1.0,0.0,0.0,0.005626369588847818,0.0034595886165083483,0.4552566018597833,0.0,0.0,0.0047760738290904105,0.004775719015043258,0.720744404912919,0.0,0.0,0.0,0.0,0.7287098467350006,0.0,0.0,0.0,0.0,0.15565727651119232,0.0,0.0,0.0,0.0,0.15565727651119232,0.0,0.0,0.014875637327425811,0.008306977922534807,0.19033032008279108,0.0,0.0,0.01724657661178855,0.011297723928252372,0.24354193900686857,0.0,0.0,0.0,0.0,0.9565957188606262,0.0,0.0,25.177427767441035,24.53234757046407,25.46364084404825,nan,nan,4.3031181208435,3.8688016933736558,4.345353100208291,nan,nan,0.0,0.0,0.0,nan,nan,25.88372093023256,4.875968992248062,0,24.0,23.0,23.0,20.0,27.0,0.0,2.0,5.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0
17,4,,,0,0,X3,X3,Y1,Y1,WT1D,WT1D,161,195,47,13,32,0,39.05590062111801,5.720496894409938,1.0257985626610775,0.5229948588134683,14.317526556719258,1,0.8256410256410256,0.9748502643694956,15.579889591283711,15.264337522473747,6.4031242374328485,2.6781260574559838,2.23606797749979,12.0,13.279298222543579,-1.113943202804433,45.55634918610404,0.9583333333333334,1,1.4436255597975105,0.0,11.409323319792747,0.0,0.0,2.888761752983555,0.12242313544265926,84.33269239962101,0.0,0.0,0.0,0.0,0.40879300981760025,0.0,0.0,0.0,0.0,0.11714352667331696,0.0,0.0,3.125478523961334,0.9744173489779813,0.2813139348324073,nan,nan,0.3481040596961975,0.0,0.7952849864959717,0.0,0.0,0.3481040596961975,0.024673838168382645,0.9808651804924011,0.0,0.0,0.04245957528816208,0.0,0.3355683329350808,0.0,0.0,0.01794261958374879,0.0007603921456065792,0.5238055428547889,0.0,0.0,0.0,0.0,0.5020370781421661,0.0,0.0,0.0,0.0,0.11705195903778076,0.0,0.0,0.0,0.0,0.11705195903778076,0.0,0.0,0.08796767593492098,0.0,0.18053318461810575,0.0,0.0,0.047906146210028915,0.003339182682571992,0.19201934420792496,0.0,0.0,0.01429007388651371,0.0,0.6344281435012817,0.0,0.0,41.879285865448416,38.123145986801156,38.86294205489448,nan,nan,4.379932921359464,5.438614007115051,5.515790954945908,nan,nan,0.0,0.0,0.0,nan,nan,39.05590062111801,5.720496894409938,0,46.0,35.0,39.0,32.0,41.0,2.0,3.0,4.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0
17,5,,,0,0,X3,X3,Y1,Y1,WT1D,WT1D,111,154,63,11,49,0,55.585585585585584,4.09009009009009,1.0887809450436088,0.7102107117979688,11.888212206450685,1,0.7207792207792207,0.9184583956508783,14.381665080617246,13.601470508735444,5.0,2.173607727239949,2.0,9.798744032547468,10.12453639560156,1.32762108697961,38.970562748477136,0.940677966101695,1,10.550438698381186,0.0381628149189055,13.895994529128075,0.0,0.0,38.344548588618636,0.1234454910736531,65.90624852478504,0.0,0.0,0.16490806639194489,0.0,0.4457350894808769,0.0,0.0,0.14937056601047516,0.0,0.14044404029846191,0.0,0.0,0.8619635621056447,2.9544170821509197,0.3140583637993109,nan,nan,1.0,0.02082856558263302,0.9881742596626282,0.0,0.0,1.0,0.02082856558263302,1.0,0.0,0.0,0.3907569888289328,0.0014134375895890924,0.5146664640417805,0.0,0.0,0.34544638368124897,0.001112121541204082,0.5937499867097752,0.0,0.0,0.2797207683324814,0.0,0.5667429566383362,0.0,0.0,0.046570535749197006,0.0,0.18124666810035706,0.0,0.0,0.02241550385951996,0.0,0.18124666810035706,0.0,0.0,0.2480884719823852,0.004483045401999905,0.22511035920727532,0.0,0.0,0.24241540467901504,0.003842171026617861,0.2097976854509176,0.0,0.0,0.4745212495326996,0.0,0.7486762851476669,0.0,0.0,55.20123840273391,54.764153271894465,55.86261606858521,nan,nan,3.3185601649207346,1.2521631619735094,3.9421483199192107,nan,nan,0.0,0.0,0.0,nan,nan,55.585585585585584,4.09009009009009,0,59.0,51.0,59.0,53.0,59.0,0.0,0.0,7.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0
17,6,,,0,0,X3,X3,Y1,Y1,WT1D,WT1D,118,165,86,11,71,0,78.27966101694915,5.033898305084746,1.099875408610187,0.7194334557654408,12.257335203001883,1,0.7151515151515152,0.9091938888456552,14.771890051905013,14.317821063276353,5.0,2.2623693639749307,2.0,9.805806756909202,10.259984256053986,1.1891953394133152,40.384776310850235,0.9365079365079365,1,5.20326537033543,0.010940718930214643,13.991302356123924,0.0,0.0,11.059723768383265,0.20679026981815696,71.7859463095665,0.0,0.0,0.0,0.0,0.4230640083551407,0.0,0.0,0.009552148170769215,0.0,0.15161365270614624,0.0,0.0,3.918572822687989,1.0560669527468676,0.13131520421639303,nan,nan,0.6840466856956482,0.0052948808297514915,0.7398183941841125,0.0,0.0,0.6840466856956482,0.029602503404021263,1.0,0.0,0.0,0.15303721677457147,0.000321785850888666,0.41150889282717423,0.0,0.0,0.0937264726134175,0.0017524599137131946,0.608355477199716,0.0,0.0,0.009552148170769215,0.0,0.6276646256446838,0.0,0.0,0.0,0.0,0.16464485228061676,0.0,0.0,0.0,0.0,0.16464485228061676,0.0,0.0,0.2099312572518542,0.0010928082717683004,0.16202024795886008,0.0,0.0,0.16261923837699704,0.004883582392471789,0.2240300357980537,0.0,0.0,0.1115281917154789,0.0,0.7580910921096802,0.0,0.0,80.07389496941624,77.3263724684238,78.14843812726735,nan,nan,8.51756555247265,5.488341207916868,5.028975289550271,nan,nan,0.0,0.0,0.0,nan,nan,78.27966101694915,5.033898305084746,0,81.0,73.0,82.0,81.0,79.0,10.0,3.0,8.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0
17,7,,,0,0,X3,X3,Y1,Y1,WT1D,WT1D,151,204,102,12,85,0,92.69536423841059,4.966887417218543,1.1054140687507867,0.7187733368515082,13.86575534383214,1,0.7401960784313726,0.9046383868897981,16.795048190492025,16.55294535724685,6.0,2.491260723538196,2.23606797749979,11.0,11.676664585160147,-1.3749446155533855,45.798989873223334,0.94375,1,0.6300908029079437,0.09303425624966621,16.93049520254135,0.0,0.0,2.909102025674656,0.5780422671232373,99.27222101390362,0.0,0.0,0.0,0.0,0.5506599694490433,0.0,0.0,0.0,0.0,0.13990995287895203,0.0,0.0,0.3942062588926032,1.848857845176522,0.6292123817890726,nan,nan,0.1597161889076233,0.046982526779174805,0.9849240779876709,0.0,0.0,0.1597161889076233,0.0626993179321289,1.0,0.0,0.0,0.01800259436879839,0.0026581216071333204,0.4837284343583243,0.0,0.0,0.01926557632897123,0.0038280944842598494,0.6574319272443948,0.0,0.0,0.0,0.0,0.6801861524581909,0.0,0.0,0.0,0.0,0.14522011578083038,0.0,0.0,0.0,0.0,0.14522011578083038,0.0,0.0,0.032328816616545505,0.00939414989392779,0.2207613441272183,0.0,0.0,0.03385822746135835,0.010393231822223152,0.22271302900885095,0.0,0.0,0.02835889207199216,0.0,0.8258678466081619,0.0,0.0,93.01288762711506,94.51668338948497,93.29621514595074,nan,nan,5.200505636062302,5.284805459488061,4.780108381176334,nan,nan,0.0,0.0,0.0,nan,nan,92.69536423841059,4.966887417218543,0,98.0,95.0,93.0,94.0,92.0,1.0,6.0,8.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0
17,8,,,0,0,X3,X3,Y1,Y1,WT1D,WT1D,148,192,122,12,106,0,113.05405405405405,5.047297297297297,1.1159024904623884,0.648217399039811,13.727325035155395,1,0.7708333333333334,0.8961356467495984,15.869527268899798,15.811388300841896,6.0,2.487390437088459,2.0,11.0,12.083935956720836,-1.427471626863791,45.55634918610404,0.9308176100628931,1,0.16443122155033052,0.12738231755793095,13.952620714902878,0.0,0.0,0.9714503763243556,0.5340505167841911,94.4515298306942,0.0,0.0,0.0,0.0,0.49790188670158386,0.0,0.0,0.0,0.0,0.1612878441810608,0.0,0.0,0.7436417140671477,0.7155789861490703,0.5688017927740585,nan,nan,0.05273517966270447,0.03454642742872238,1.0,0.0,0.0,0.191165030002594,0.07019150257110596,1.0,0.0,0.0,0.004698034901438015,0.0036394947873694557,0.39864630614008223,0.0,0.0,0.006563853894083484,0.0036084494377310213,0.6381860123695554,0.0,0.0,0.0,0.0,0.6682688593864441,0.0,0.0,0.0,0.0,0.1280384510755539,0.0,0.0,0.0,0.0,0.1280384510755539,0.0,0.0,0.012455154673049362,0.008787096423380294,0.23523355954388267,0.0,0.0,0.01969149375117003,0.011351639189859722,0.23735618944229664,0.0,0.0,0.003982604946941137,0.0,0.8173800110816956,0.0,0.0,113.06100779744335,112.38189663012679,112.60502877236677,nan,nan,4.3036880959330315,4.801822893585625,4.698138628682814,nan,nan,0.0,0.0,0.0,nan,nan,113.05405405405405,5.047297297297297,0,108.0,116.0,111.0,121.0,115.0,2.0,5.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0
17,9,,,0,0,X3,X3,Y1,Y1,WT1D,WT1D,126,168,143,12,129,0,135.33333333333334,5.690476190476191,1.0601405569762734,0.6645931385071779,12.666024736934256,1,0.75,0.9432711477921325,14.703127995076446,14.422205101855956,5.656854249492381,2.352525907481532,2.0,10.67156750159865,10.986257131275584,-1.0434453981292424,40.97056274847714,0.9264705882352942,1,0.4426794908940792,0.0034637979697436094,7.463721677660942,0.0,0.0,1.6468452080152929,0.26735332631506026,47.51248949766159,0.0,0.0,0.0,0.0,0.2519111931324005,0.0,0.0,0.0,0.0,0.1108720600605011,0.0,0.0,1.50193697419837,2.000954394781906,0.3184352512362272,nan,nan,0.12190432846546173,0.0034637979697436094,0.3812008798122406,0.0,0.0,0.12190432846546173,0.05355916544795036,0.9846036434173584,0.0,0.0,0.012647985454116549,9.896565627838884e-05,0.21324919079031263,0.0,0.0,0.013070200063613436,0.0021218517961512718,0.3770832499814412,0.0,0.0,0.0,0.0,0.3510643243789673,0.0,0.0,0.0,0.0,0.07116807997226715,0.0,0.0,0.0,0.0,0.07116807997226715,0.0,0.0,0.023771973718979,0.0005770639810010806,0.09020621573814974,0.0,0.0,0.02218800035141483,0.008189142585857838,0.17548201596861426,0.0,0.0,0.021019303239881992,0.0,0.4738384187221527,0.0,0.0,135.32886421375326,133.35665772788388,135.26477655813542,nan,nan,4.188545865383068,5.379715766969524,5.379508382167451,nan,nan,0.0,0.0,0.0,nan,nan,135.33333333333334,5.690476190476191,0,130.0,133.0,134.0,142.0,137.0,3.0,5.0,4.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0
17,10,,,0,0,X3,X3,Y1,Y1,WT1D,WT1D,121,154,193,11,179,0,185.22314049586777,5.371900826446281,0.998799048759013,0.6721636249666386,12.412170838050638,1,0.7857142857142857,1.0012023952590656,14.451570418983808,13.92838827718412,5.385164807134504,2.3571400290270006,2.0,10.0,10.699980811826162,1.194347952682206,38.970562748477136,0.9603174603174603,1,3.121538129635155,0.0,5.439353071153164,0.0,0.0,7.247241956181824,0.19334706547670066,41.20814838260412,0.0,0.0,0.004463264136575162,0.0,0.1958381049335003,0.0,0.0,0.044708935311064124,0.0,0.1344854012131691,0.0,0.0,1.1270316832497005,0.37295272127099327,0.17652233301248765,nan,nan,0.2854505181312561,0.0,0.31186389923095703,0.0,0.0,0.2854505181312561,0.03984130546450615,0.7139696478843689,0.0,0.0,0.0975480665510986,0.0,0.16997978347353637,0.0,0.0,0.05989456162133739,0.0015979096320388486,0.3405632097735878,0.0,0.0,0.04744029976427555,0.0,0.3273594379425049,0.0,0.0,0.0,0.0,0.09817654639482498,0.0,0.0,0.0,0.0,0.09817654639482498,0.0,0.0,0.08245549670111135,0.0,0.050930929784426836,0.0,0.0,0.062327799959876716,0.006916492368497491,0.15581533649031723,0.0,0.0,0.095490962266922,0.0,0.4801785349845886,0.0,0.0,186.31810642826602,185.51677055207446,185.0949727091746,nan,nan,5.638827823836724,5.601846738337518,5.250520628282208,nan,nan,0.0,0.0,0.0,nan,nan,185.22314049586777,5.371900826446281,0,185.0,191.0,190.0,181.0,190.0,10.0,8.0,8.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0
